device_id,humidity,light,raw,temperature,time
device_001,62,53.33,NjItMzAtNTMuMzM=,30,2019-06-01T08:29:30.96476364Z
device_001,62,53.33,NjItMzAtNTMuMzM=,30,2019-06-01T08:29:46.30617885Z
device_001,62,54.17,NjItMzAtNTQuMTc=,30,2019-06-01T08:30:01.158359582Z
device_001,62,53.33,NjItMzAtNTMuMzM=,30,2019-06-01T08:30:16.006251794Z
device_001,62,81.67,NjItMzAtODEuNjc=,30,2019-06-01T08:30:31.368694301Z
device_001,62,78.33,NjItMzAtNzguMzM=,30,2019-06-01T08:30:46.210287484Z
device_001,63,75.83,NjMtMzEtNzUuODM=,31,2019-06-01T08:31:01.059725103Z
device_001,62,74.17,NjItMzAtNzQuMTc=,30,2019-06-01T08:31:16.405896134Z
device_001,62,79.17,NjItMzAtNzkuMTc=,30,2019-06-01T08:31:31.256440659Z
device_001,62,79.17,NjItMzAtNzkuMTc=,30,2019-06-01T08:31:46.111831006Z
device_001,62,80.83,NjItMzAtODAuODM=,30,2019-06-01T08:32:16.306285651Z
device_001,62,80.83,NjItMzAtODAuODM=,30,2019-06-01T08:32:31.176930969Z
device_001,62,80.83,NjItMzAtODAuODM=,30,2019-06-01T08:32:46.010071312Z
device_001,62,78.33,NjItMzAtNzguMzM=,30,2019-06-01T08:33:01.356213043Z
device_001,62,80,NjItMzAtODAuMDA=,30,2019-06-01T08:33:16.208952478Z
device_001,62,79.17,NjItMzAtNzkuMTc=,30,2019-06-01T08:33:31.055969086Z
device_001,62,45.83,NjItMzAtNDUuODM=,30,2019-06-01T08:33:46.414542575Z
device_001,62,74.17,NjItMzAtNzQuMTc=,30,2019-06-01T08:34:01.266601707Z
device_001,62,75,NjItMzAtNzUuMDA=,30,2019-06-01T08:34:16.107155185Z
device_001,62,75,NjItMzAtNzUuMDA=,30,2019-06-01T08:34:31.45635593Z
device_001,62,75.83,NjItMzAtNzUuODM=,30,2019-06-01T08:34:46.30807046Z
device_001,62,75.83,NjItMzAtNzUuODM=,30,2019-06-01T08:35:01.173832355Z
device_001,63,71.67,NjMtMzAtNzEuNjc=,30,2019-06-01T08:35:31.356099444Z
device_001,63,75,NjMtMzAtNzUuMDA=,30,2019-06-01T08:35:46.20481446Z
device_001,63,76.67,NjMtMzAtNzYuNjc=,30,2019-06-01T08:36:01.060016706Z
device_001,63,75.83,NjMtMzAtNzUuODM=,30,2019-06-01T08:36:16.405115532Z
device_001,63,67.5,NjMtMzAtNjcuNTA=,30,2019-06-01T08:36:31.255564556Z
device_001,61,76.67,NjEtMzAtNzYuNjc=,30,2019-06-01T08:36:46.114793121Z
device_001,62,75.83,NjItMzAtNzUuODM=,30,2019-06-01T08:37:01.455168125Z
device_001,63,77.5,NjMtMzAtNzcuNTA=,30,2019-06-01T08:37:16.304903046Z
device_001,62,75.83,NjItMzAtNzUuODM=,30,2019-06-01T08:37:31.251537318Z
device_001,62,75.83,NjItMzAtNzUuODM=,30,2019-06-01T08:37:46.506121923Z
device_001,63,75.83,NjMtMzAtNzUuODM=,30,2019-06-01T08:38:01.355798243Z
device_001,63,75.83,NjMtMzAtNzUuODM=,30,2019-06-01T08:38:16.205502764Z
device_001,63,75.83,NjMtMzAtNzUuODM=,30,2019-06-01T08:38:31.067612742Z
device_001,63,75.83,NjMtMzAtNzUuODM=,30,2019-06-01T08:38:46.407516844Z
device_001,63,77.5,NjMtMzAtNzcuNTA=,30,2019-06-01T08:39:01.255495657Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:39:16.105130777Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:39:31.455686629Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:39:46.30548785Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:40:01.155976874Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:40:16.509487139Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:40:31.496394998Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:40:46.224072051Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:41:01.579091423Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:41:16.406167239Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:41:31.260971683Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:42:01.457116736Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:42:16.307149961Z
device_001,60,79.17,NjAtMzAtNzkuMTc=,30,2019-06-01T08:42:31.155925488Z
device_001,61,80,NjEtMzAtODAuMDA=,30,2019-06-01T08:42:46.50608195Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:43:01.359388098Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:43:16.205936215Z
device_001,62,79.17,NjItMzEtNzkuMTc=,31,2019-06-01T08:43:46.561804134Z
device_001,61,80,NjEtMzEtODAuMDA=,31,2019-06-01T08:44:16.423362352Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:44:31.316083384Z
device_001,60,78.33,NjAtMzAtNzguMzM=,30,2019-06-01T08:44:46.174496056Z
device_001,62,78.33,NjItMzAtNzguMzM=,30,2019-06-01T08:45:01.528815037Z
device_001,60,78.33,NjAtMzAtNzguMzM=,30,2019-06-01T08:45:16.388761216Z
device_001,62,78.33,NjItMzAtNzguMzM=,30,2019-06-01T08:45:31.250317703Z
device_001,62,79.17,NjItMzAtNzkuMTc=,30,2019-06-01T08:45:46.611038814Z
device_001,61,78.33,NjEtMzAtNzguMzM=,30,2019-06-01T08:46:01.460572545Z
device_001,61,79.17,NjEtMzAtNzkuMTc=,30,2019-06-01T08:46:16.320269023Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:46:31.675526208Z
device_001,61,78.33,NjEtMzEtNzguMzM=,31,2019-06-01T08:46:46.538699702Z
device_001,62,77.5,NjItMzAtNzcuNTA=,30,2019-06-01T08:47:01.406194517Z
device_001,62,77.5,NjItMzAtNzcuNTA=,30,2019-06-01T08:47:16.265280692Z
device_001,61,77.5,NjEtMzEtNzcuNTA=,31,2019-06-01T08:47:46.62940095Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:48:01.486210914Z
device_001,61,76.67,NjEtMzEtNzYuNjc=,31,2019-06-01T08:48:16.359391455Z
device_001,62,77.5,NjItMzEtNzcuNTA=,31,2019-06-01T08:48:31.240195332Z
device_001,62,77.5,NjItMzAtNzcuNTA=,30,2019-06-01T08:48:46.59407751Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:49:01.458917012Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:49:16.329905743Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:49:31.689337448Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:49:46.546815216Z
device_001,61,77.5,NjEtMzAtNzcuNTA=,30,2019-06-01T08:50:01.402086773Z
device_001,60,77.5,NjAtMzAtNzcuNTA=,30,2019-06-01T08:50:16.257623532Z
device_001,61,77.5,NjEtMzEtNzcuNTA=,31,2019-06-01T08:50:31.616263833Z
device_001,60,77.5,NjAtMzAtNzcuNTA=,30,2019-06-01T08:50:46.482863843Z
device_001,61,77.5,NjEtMzEtNzcuNTA=,31,2019-06-01T08:51:01.359870502Z
device_001,61,77.5,NjEtMzEtNzcuNTA=,31,2019-06-01T08:51:16.255691448Z
